::1,132,21-04-2023 09:53:55
::1,124,21-04-2023 09:59:56
::1,127,21-04-2023 10:00:05
::1,32,02-05-2023 09:26:51
::1,10,02-05-2023 11:52:39
::1,10,02-05-2023 11:53:29
::1,10,02-05-2023 12:04:38
::1,10,02-05-2023 12:11:24
::1,10,02-05-2023 12:14:43
::1,10,02-05-2023 12:20:07
::1,10,02-05-2023 12:21:35
::1,10,02-05-2023 12:24:04
::1,113,02-05-2023 12:28:34
::1,10,02-05-2023 12:28:50
::1,10,02-05-2023 12:29:17
::1,10,02-05-2023 12:30:18
::1,10,02-05-2023 12:30:33
::1,132,02-05-2023 12:31:50
::1,132,02-05-2023 12:37:16
::1,10,02-05-2023 12:37:55
::1,10,02-05-2023 12:38:40
::1,10,02-05-2023 12:39:52
::1,132,02-05-2023 12:40:01
::1,132,02-05-2023 12:40:15
::1,42,02-05-2023 12:40:19
::1,48,02-05-2023 12:40:24
::1,113,02-05-2023 12:40:49
::1,115,02-05-2023 12:40:53
::1,10,02-05-2023 12:41:10
::1,117,02-05-2023 12:48:26
::1,23,02-05-2023 12:54:29
::1,10,02-05-2023 12:54:41
::1,10,02-05-2023 12:54:48
::1,10,02-05-2023 12:57:48
::1,10,02-05-2023 13:01:51
::1,10,02-05-2023 13:01:59
::1,10,02-05-2023 13:03:21
::1,10,02-05-2023 13:03:34
::1,42,02-05-2023 13:04:34
::1,48,02-05-2023 13:04:37
::1,132,02-05-2023 13:04:41
::1,132,02-05-2023 13:04:50
::1,127,02-05-2023 13:05:08
::1,135,15-06-2023 15:32:14
::1,135,15-06-2023 15:32:30
::1,132,15-06-2023 15:32:41
::1,127,15-06-2023 15:32:43
::1,118,15-06-2023 15:32:47
::1,137,12-12-2023 12:40:56
